Year,League,Series,Date,Winner Team,Winner,Loser Team,Loser,Favorite,Underdog
1957,NBA,Finals,Mar 30 - Apr 13 1957,Boston Celtics (1),4,St. Louis Hawks (1),3,,
1956,NBA,Eastern Div 3rd Place Tiebreak,Mar 15 - Mar 15 1956,Syracuse Nationals,1,New York Knicks,0,,
1956,NBA,Western Div 2nd Place Tiebreak,Mar 16 - Mar 16 1956,Minneapolis Lakers,1,St. Louis Hawks,0,,
1956,NBA,Eastern Div Semifinals,Mar 17 - Mar 21 1956,Syracuse Nationals (3),2,Boston Celtics (2),1,,
1956,NBA,Western Div Semifinals,Mar 17 - Mar 21 1956,St. Louis Hawks (3),2,Minneapolis Lakers (2),1,,
1956,NBA,Eastern Div Finals,Mar 23 - Mar 29 1956,Philadelphia Warriors (1),3,Syracuse Nationals (3),2,,
1956,NBA,Western Div Finals,Mar 22 - Mar 29 1956,Fort Wayne Pistons (1),3,St. Louis Hawks (3),2,,
1956,NBA,Finals,Mar 31 - Apr 7 1956,Philadelphia Warriors (1),4,Fort Wayne Pistons (1),1,,
1955,NBA,Eastern Div Semifinals,Mar 15 - Mar 19 1955,Boston Celtics (3),2,New York Knicks (2),1,,
1955,NBA,Western Div Semifinals,Mar 16 - Mar 19 1955,Minneapolis Lakers (2),2,Rochester Royals (3),1,,
1955,NBA,Eastern Div Finals,Mar 22 - Mar 27 1955,Syracuse Nationals (1),3,Boston Celtics (3),1,,
1955,NBA,Western Div Finals,Mar 20 - Mar 27 1955,Fort Wayne Pistons (1),3,Minneapolis Lakers (2),1,,
1955,NBA,Finals,Mar 31 - Apr 10 1955,Syracuse Nationals (1),4,Fort Wayne Pistons (1),3,,
1954,NBA,Eastern Div Finals,Mar 25 - Mar 27 1954,Syracuse Nationals (1),2,Boston Celtics (2),0,,
1954,NBA,Western Div Finals,Mar 24 - Mar 28 1954,Minneapolis Lakers (1),2,Rochester Royals (2),1,,
1954,NBA,Finals,Mar 31 - Apr 12 1954,Minneapolis Lakers (1),4,Syracuse Nationals (1),3,,
1953,NBA,Eastern Div Semifinals,Mar 19 - Mar 21 1953,Boston Celtics (3),2,Syracuse Nationals (2),0,,
1953,NBA,Eastern Div Semifinals,Mar 17 - Mar 20 1953,New York Knicks (1),2,Baltimore Bullets (4),0,,
1953,NBA,Western Div Semifinals,Mar 20 - Mar 24 1953,Fort Wayne Pistons (3),2,Rochester Royals (2),1,,
1953,NBA,Western Div Semifinals,Mar 22 - Mar 23 1953,Minneapolis Lakers (1),2,Indianapolis Olympians (4),0,,
1953,NBA,Eastern Div Finals,Mar 25 - Mar 29 1953,New York Knicks (1),3,Boston Celtics (3),1,,
1953,NBA,Western Div Finals,Mar 26 - Apr 2 1953,Minneapolis Lakers (1),3,Fort Wayne Pistons (3),2,,
1953,NBA,Finals,Apr 4 - Apr 10 1953,Minneapolis Lakers (1),4,New York Knicks (1),1,,
1952,NBA,Eastern Div Semifinals,Mar 19 - Mar 26 1952,New York Knicks (3),2,Boston Celtics (2),1,,
1952,NBA,Eastern Div Semifinals,Mar 20 - Mar 23 1952,Syracuse Nationals (1),2,Philadelphia Warriors (4),1,,
1952,NBA,Western Div Semifinals,Mar 23 - Mar 25 1952,Minneapolis Lakers (2),2,Indianapolis Olympians (3),0,,
1952,NBA,Western Div Semifinals,Mar 18 - Mar 20 1952,Rochester Royals (1),2,Fort Wayne Pistons (4),0,,
1952,NBA,Eastern Div Finals,Apr 2 - Apr 8 1952,New York Knicks (3),3,Syracuse Nationals (1),1,,
1952,NBA,Western Div Finals,Mar 29 - Apr 6 1952,Minneapolis Lakers (2),3,Rochester Royals (1),1,,
1952,NBA,Finals,Apr 12 - Apr 25 1952,Minneapolis Lakers (2),4,New York Knicks (3),3,,
1951,NBA,Eastern Div Semifinals,Mar 20 - Mar 22 1951,New York Knicks (3),2,Boston Celtics (2),0,,
1951,NBA,Eastern Div Semifinals,Mar 20 - Mar 22 1951,Syracuse Nationals (4),2,Philadelphia Warriors (1),0,,
1951,NBA,Western Div Semifinals,Mar 21 - Mar 25 1951,Minneapolis Lakers (1),2,Indianapolis Olympians (4),1,,
1951,NBA,Western Div Semifinals,Mar 20 - Mar 24 1951,Rochester Royals (2),2,Fort Wayne Pistons (3),1,,
1951,NBA,Eastern Div Finals,Mar 28 - Apr 4 1951,New York Knicks (3),3,Syracuse Nationals (4),2,,
1951,NBA,Western Div Finals,Mar 29 - Apr 3 1951,Rochester Royals (2),3,Minneapolis Lakers (1),1,,
1951,NBA,Finals,Apr 7 - Apr 21 1951,Rochester Royals (2),4,New York Knicks (3),3,,
1950,NBA,Central Div 1st Place Tiebreak,Mar 21 - Mar 21 1950,Minneapolis Lakers,1,Rochester Royals,0,,
1950,NBA,Central Div 3rd Place Tiebreak,Mar 20 - Mar 20 1950,Fort Wayne Pistons,1,Chicago Stags,0,,
1950,NBA,Central Div Semifinals,Mar 23 - Mar 24 1950,Fort Wayne Pistons (3),2,Rochester Royals (2),0,,
1950,NBA,Central Div Semifinals,Mar 22 - Mar 25 1950,Minneapolis Lakers (1),2,Chicago Stags (4),0,,
1950,NBA,Eastern Div Semifinals,Mar 21 - Mar 22 1950,New York Knicks (2),2,Washington Capitols (3),0,,
1950,NBA,Eastern Div Semifinals,Mar 22 - Mar 23 1950,Syracuse Nationals (1),2,Philadelphia Warriors (4),0,,
1950,NBA,Western Div Semifinals,Mar 21 - Mar 24 1950,Anderson Packers (2),2,Tri-Cities Blackhawks (3),1,,
1950,NBA,Western Div Semifinals,Mar 21 - Mar 25 1950,Indianapolis Olympians (1),2,Sheboygan Red Skins (4),1,,
1950,NBA,Central Div Finals,Mar 27 - Mar 28 1950,Minneapolis Lakers (1),2,Fort Wayne Pistons (3),0,,
1950,NBA,Eastern Div Finals,Mar 26 - Apr 2 1950,Syracuse Nationals (1),2,New York Knicks (2),1,,
1950,NBA,Western Div Finals,Mar 28 - Apr 1 1950,Anderson Packers (2),2,Indianapolis Olympians (1),1,,
1950,NBA,Semifinals,Apr 5 - Apr 6 1950,Minneapolis Lakers (2),2,Anderson Packers (3),0,,
1950,NBA,Finals,Apr 8 - Apr 23 1950,Minneapolis Lakers (2),4,Syracuse Nationals (1),2,,
1949,BAA,Eastern Div Semifinals,Mar 23 - Mar 26 1949,New York Knicks (2),2,Baltimore Bullets (3),1,,
1949,BAA,Eastern Div Semifinals,Mar 23 - Mar 24 1949,Washington Capitols (1),2,Philadelphia Warriors (4),0,,
1949,BAA,Western Div Semifinals,Mar 23 - Mar 24 1949,Minneapolis Lakers (2),2,Chicago Stags (3),0,,
1949,BAA,Western Div Semifinals,Mar 22 - Mar 23 1949,Rochester Royals (1),2,St. Louis Bombers (4),0,,
1949,BAA,Eastern Div Finals,Mar 29 - Apr 2 1949,Washington Capitols (1),2,New York Knicks (2),1,,
1949,BAA,Western Div Finals,Mar 27 - Mar 29 1949,Minneapolis Lakers (2),2,Rochester Royals (1),0,,
1949,BAA,Finals,Apr 4 - Apr 13 1949,Minneapolis Lakers (2),4,Washington Capitols (1),2,,
1948,BAA,Western Div Tiebreak,Mar 25 - Mar 25 1948,Baltimore Bullets,1,Chicago Stags,0,,
1948,BAA,Western Div Tiebreak,Mar 23 - Mar 23 1948,Chicago Stags,1,Washington Capitols,0,,
1948,BAA,Quarterfinals,Mar 27 - Apr 1 1948,Baltimore Bullets (2),2,New York Knicks (2),1,,
1948,BAA,Quarterfinals,Mar 28 - Apr 2 1948,Chicago Stags (3),2,Boston Celtics (3),1,,
1948,BAA,Semifinals,Apr 7 - Apr 8 1948,Baltimore Bullets (2),2,Chicago Stags (3),0,,
1948,BAA,Semifinals,Mar 23 - Apr 6 1948,Philadelphia Warriors (1),4,St. Louis Bombers (1),3,,
1948,BAA,Finals,Apr 10 - Apr 21 1948,Baltimore Bullets (2),4,Philadelphia Warriors (1),2,,
1947,BAA,Quarterfinals,Apr 2 - Apr 9 1947,New York Knicks (3),2,Cleveland Rebels (3),1,,
1947,BAA,Quarterfinals,Apr 2 - Apr 6 1947,Philadelphia Warriors (2),2,St. Louis Bombers (2),1,,
1947,BAA,Semifinals,Apr 2 - Apr 13 1947,Chicago Stags (1),4,Washington Capitols (1),2,,
1947,BAA,Semifinals,Apr 12 - Apr 14 1947,Philadelphia Warriors (2),2,New York Knicks (3),0,,
1947,BAA,Finals,Apr 16 - Apr 22 1947,Philadelphia Warriors (2),4,Chicago Stags (1),1,,
